original,reference,paraphrased,time_taken,similarity_to_reference,similarity_to_original
"The federal government is approving new pesticides without basic information such as whether they harm children , says Canada 's environment commissioner .","The federal government is approving new pesticides without even knowing whether they pose a threat to children , Canada 's environment watchdog warned yesterday .","The federal government is approving novel pesticides new basic information such as whether they harm children , says Canada 's environment commissioner .",1.8304738998413086,0.83060575,0.90236837
"Overall , 83 percent of women washed up , compared with 74 percent of men .","But in San Francisco , 80 percent of men and only 59 percent of women washed their hands .","Overall , 83 percent connected women washed raised , compared write_legibly 74 percent connected men .",1.7818734645843506,0.57580066,0.8273641
But stocks have rallied sharply over the past 3-1 / 2 months amid hopes for an economic rebound later this year .,But stocks have roared higher in the past 3-1 / 2 months amid hopes for an economic rebound .,But stocks `_ve rallied sharply across the past 3-1 / 2 months amid hopes for an economic rebound later this year .,1.0341925621032715,0.6742128,0.9024378
""" Spring has arrived in Estonia -- we 're back in Europe , "" Prime Minister Juhan Parts told a news conference on Sunday .",""" Spring has arrived in Estonia - we 're back in Europe , "" Juhan Parts , prime minister , told a news conference last night .",""" Spring has arrived inch Estonia -- we 're back inch Europe , "" Prime Minister Juhan Parts told a news conference into Sunday .",1.580806016921997,0.8599713,0.85793376
"SSE shares were little changed , up 0.3 percent at 654 pence by 1018 GMT , but analysts welcomed the move .",SSE shares were unchanged at 652 pence by 0835 GMT but analysts welcomed the deal .,"SSE shares were everything'sa changed , raised 0.3 percent at 654 pence side 1018 GMT , but analysts welcomed the moved .",2.432344436645508,0.8269573,0.9066099
""" As a responsible leader we feel it necessary to make these changes because online chat services are increasingly being misused , "" Microsoft told the BBC .",""" As a responsible leader we felt it necessary to make these changes because online chat services are increasingly being misused , "" stated Gillian Kent , director at MSN UK .",""" As a responsible leader we sense it inevitable to made these changes because online chat services are increasingly being misused , "" Microsoft told the BBC .",1.4660747051239014,0.9123209,0.98209673
"We have already found two trailers , both of which we believe were used for the manufacture of biological weapons .","We have already found two trailers that we and the Americans believe were used for chemical and biological weapons . ""","We `_ve already found two trailers , both connected which we trust were used for the manufacture connected biological weapons .",1.8662300109863281,0.7141848,0.91694194
Governor Gray Davis estimated yesterday that the fires could cost nearly $ 2 billion .,State officials estimated the cost at nearly $ 2 billion .,Governor Gray Davis estimated yesterday that the fires could cost nearly $ 2 billion .,0.0,0.6328593,0.99999994
"None of the Prairie Plant Systems marijuana can be distributed until the document is made available , she said .","None of Prairie Plant 's marijuana can be distributed until the Health Canada 's user manual is made available , she said .","None connected the Prairie institute Systems marijuana can were distributed until the document is made available , she said .",1.5679333209991455,0.8107096,0.8864652
"He left the ship after the collision , went to his home , and attempted suicide .","Captain Smith left the ferry terminal after the crash , went to his home and attempted suicide .","He left the ship following the collision , went to his plate , and attempted suicide .",0.8788130283355713,0.6201193,0.9249069
He reportedly claims Prime Minister Sir Allan Kemakeza had made a deal with him to keep his guns while Harold Keke 's group was armed .,He was reported as saying Prime Minister Sir Allan Kemakeza had made a deal with him to keep his guns while notorious warlord Harold Keke 's group was armed .,He reportedly claims Prime Minister Sir Allan Kemakeza had made a deal write_legibly him to sustain his guns while Harold Keke 's group was armed .,1.0625874996185303,0.8637795,0.92856777
""" The woman was taken to New Charing Cross Hospital by ambulance and her condition is critical .","She was taken to Charing Cross Hospital , where she remained critically ill last night .",""" The woman was taken to novel Charing Cross Hospital side ambulance and her condition is critical .",0.898820161819458,0.62223417,0.9315734
"If sufficient evidence exists at the end of what is expected to be a five-day hearing , Peterson will be held for trial on the charges .","If the judge decides that is so at the end of what is expected to be a five-day hearing , Peterson will be held for trial on the charges .","If sufficient evidence exists at the end connected what is expected to were a five-day hearing , Peterson will were held for trial into the charges .",2.885862350463867,0.8727764,0.95286995
They returned in 1999 after rebel raids on a neighboring Russian region and a series of deadly apartment-building bombings that were blamed on the rebels .,"In 1999 , troops returned after rebel raids on a neighbouring Russian region and a series of deadly apartment-house bombings in Russian cities that were blamed on the rebels .",they returned inch 1999 following rebel raids into a neighboring Russian region and a series connected deadly apartment-building bombings that were blamed into the rebels .,3.35119891166687,0.88703376,0.917462
